1,1,876.70,153.60,237.00,619.60,1,-1,-1,-1
1,2,401.90,286.40,113.10,310.90,1,-1,-1,-1
1,3,548.80,270.30,101.90,317.60,1,-1,-1,-1
1,4,695.60,336.10,45.00,125.10,1,-1,-1,-1
1,5,739.50,323.10,49.40,133.90,1,-1,-1,-1
1,6,5.80,14.40,344.30,1066.60,1,-1,-1,-1
1,7,793.70,333.80,42.00,114.40,1,-1,-1,-1
2,1,872.42,148.33,236.24,621.24,1,-1,-1,-1
2,2,396.92,282.02,113.41,312.23,1,-1,-1,-1
2,3,543.82,266.32,101.94,318.83,1,-1,-1,-1
2,4,694.11,334.91,45.02,125.33,1,-1,-1,-1
2,5,737.51,322.70,49.45,133.34,1,-1,-1,-1
2,6,11.97,6.14,341.76,1068.10,1,-1,-1,-1
2,7,793.70,332.51,42.04,114.49,1,-1,-1,-1
3,1,873.20,142.85,233.70,622.80,1,-1,-1,-1
3,2,388.44,276.96,113.96,314.25,1,-1,-1,-1
3,3,538.08,266.11,101.63,320.22,1,-1,-1,-1
3,4,692.12,335.40,44.55,126.20,1,-1,-1,-1
3,5,735.02,320.60,49.46,133.99,1,-1,-1,-1
3,6,9.13,15.84,342.87,1066.90,1,-1,-1,-1
3,7,791.92,332.90,41.80,115.03,1,-1,-1,-1
4,1,875.43,145.03,230.09,624.11,1,-1,-1,-1
4,2,381.01,271.88,114.07,317.04,1,-1,-1,-1
4,3,530.78,267.01,102.00,321.79,1,-1,-1,-1
4,4,688.67,335.23,44.26,126.64,1,-1,-1,-1
4,5,732.92,319.83,49.70,134.27,1,-1,-1,-1
4,6,4.64,22.88,338.90,1065.04,1,-1,-1,-1
4,7,789.61,332.56,41.66,115.45,1,-1,-1,-1
5,1,875.75,147.25,226.87,624.97,1,-1,-1,-1
5,2,373.49,268.30,114.97,318.97,1,-1,-1,-1
5,3,523.81,264.85,102.77,322.79,1,-1,-1,-1
5,4,687.20,332.41,44.02,128.05,1,-1,-1,-1
5,5,730.15,317.43,50.11,134.49,1,-1,-1,-1
5,6,3.81,12.08,333.13,1067.29,1,-1,-1,-1
5,7,788.41,331.74,41.56,115.58,1,-1,-1,-1
6,1,877.38,147.87,222.94,625.86,1,-1,-1,-1
6,2,364.85,263.31,115.98,322.05,1,-1,-1,-1
6,3,517.40,263.38,103.46,324.60,1,-1,-1,-1
6,4,685.29,330.11,43.79,129.51,1,-1,-1,-1
6,5,726.78,316.76,50.39,133.90,1,-1,-1,-1
6,6,2.07,12.84,327.13,1067.21,1,-1,-1,-1
6,7,786.59,330.73,41.68,116.25,1,-1,-1,-1
7,1,879.90,149.71,218.48,625.72,1,-1,-1,-1
7,2,357.03,261.37,116.66,324.47,1,-1,-1,-1
7,3,512.59,261.99,103.47,326.95,1,-1,-1,-1
7,4,683.38,328.83,43.55,130.47,1,-1,-1,-1
7,5,723.94,316.74,50.64,133.62,1,-1,-1,-1
7,6,1.07,7.55,316.72,1069.03,1,-1,-1,-1
7,7,784.29,330.20,42.15,116.67,1,-1,-1,-1
7,8,840.40,320.10,61.30,147.60,1,-1,-1,-1
8,1,880.81,150.04,214.81,626.42,1,-1,-1,-1
8,2,349.75,260.64,117.72,326.91,1,-1,-1,-1
8,3,508.60,260.98,103.58,329.75,1,-1,-1,-1
8,4,680.86,329.37,43.53,130.81,1,-1,-1,-1
8,5,720.52,316.99,51.14,133.88,1,-1,-1,-1
8,6,0.11,6.30,316.72,1069.03,1,-1,-1,-1
8,7,781.86,330.42,42.73,117.40,1,-1,-1,-1
8,8,836.32,326.27,59.50,144.82,1,-1,-1,-1
9,1,881.68,149.29,210.86,627.10,1,-1,-1,-1
9,2,343.34,261.21,118.46,328.72,1,-1,-1,-1
9,3,504.11,260.37,103.87,332.22,1,-1,-1,-1
9,4,678.47,331.23,43.44,130.68,1,-1,-1,-1
9,5,717.17,317.85,51.58,133.88,1,-1,-1,-1
9,6,-0.86,5.04,316.72,1069.03,1,-1,-1,-1
9,7,779.17,330.72,43.40,117.84,1,-1,-1,-1
9,8,831.40,328.28,58.20,142.50,1,-1,-1,-1
10,1,879.78,149.51,207.96,628.89,1,-1,-1,-1
10,2,336.82,261.99,119.42,329.69,1,-1,-1,-1
10,3,499.05,261.11,104.75,334.86,1,-1,-1,-1
10,4,675.98,331.64,43.69,130.93,1,-1,-1,-1
10,5,714.58,318.71,51.71,134.00,1,-1,-1,-1
10,6,-1.82,3.79,316.72,1069.03,1,-1,-1,-1
10,7,776.92,331.07,44.05,118.19,1,-1,-1,-1
10,8,829.34,330.17,56.98,139.87,1,-1,-1,-1
11,1,877.19,150.27,206.21,630.89,1,-1,-1,-1
11,2,329.71,261.58,121.37,331.55,1,-1,-1,-1
11,3,494.03,260.87,105.62,337.73,1,-1,-1,-1
11,4,673.94,332.67,43.99,130.78,1,-1,-1,-1
11,5,711.80,319.40,52.05,134.02,1,-1,-1,-1
11,6,-2.78,2.53,316.72,1069.03,1,-1,-1,-1
11,7,775.05,332.14,44.63,118.26,1,-1,-1,-1
11,8,827.94,332.12,56.13,138.01,1,-1,-1,-1
12,1,872.87,152.18,205.04,632.31,1,-1,-1,-1
12,2,323.34,260.70,123.52,335.38,1,-1,-1,-1
12,3,489.96,261.33,106.50,339.86,1,-1,-1,-1
12,4,672.03,334.49,44.14,130.69,1,-1,-1,-1
12,5,709.49,319.74,52.15,134.26,1,-1,-1,-1
12,6,-3.75,1.28,316.72,1069.03,1,-1,-1,-1
12,7,773.55,333.14,44.85,117.93,1,-1,-1,-1
12,8,826.61,334.12,55.20,135.86,1,-1,-1,-1
13,1,868.07,150.78,205.12,634.69,1,-1,-1,-1
13,2,317.95,260.16,125.23,338.99,1,-1,-1,-1
13,3,485.64,261.45,107.59,341.88,1,-1,-1,-1
13,4,669.89,335.98,44.12,130.55,1,-1,-1,-1
13,5,707.76,320.17,52.20,134.57,1,-1,-1,-1
13,6,-4.71,0.02,316.72,1069.03,1,-1,-1,-1
13,7,772.95,333.90,44.94,117.82,1,-1,-1,-1
13,8,825.54,337.28,54.11,133.11,1,-1,-1,-1
14,1,863.55,150.21,204.78,636.58,1,-1,-1,-1
